monomer,ontology,isolate,response,percent_uptake
alpha-ketoglutaric acid ,Organic acids,Marmoricola sp. URHB0036,undefined,0.871049982
alpha-ketoglutaric acid ,Organic acids,Mesorhizobium sp. URHA0056,positive,0.999992224
alpha-ketoglutaric acid ,Organic acids,Mesorhizobium sp. URHB0007,positive,0.999200731
alpha-ketoglutaric acid ,Organic acids,Mesorhizobium sp. URHC0008,positive,0.788116194
alpha-ketoglutaric acid ,Organic acids,Microbacterium sp. URHA0036,undefined,0.999969466
alpha-ketoglutaric acid ,Organic acids,Micromonosporaceae bacterium URHE0070,negative,0.821557679
alpha-ketoglutaric acid ,Organic acids,Mycobacterium sp. URHB0044,positive,0.910192036
alpha-ketoglutaric acid ,Organic acids,Mycobacterium sp. URHD0025,positive,0.884030639
alpha-ketoglutaric acid ,Organic acids,Nocardioides sp. URHA0020,undefined,0.977887634
alpha-ketoglutaric acid ,Organic acids,Nocardioides sp. URHA0032,undefined,0.595776138
alpha-ketoglutaric acid ,Organic acids,Paenibacillus sp. URHA0014,negative,0.999993939
alpha-ketoglutaric acid ,Organic acids,Pseudomonas sp. URHB0015,positive,0.990721746
alpha-ketoglutaric acid ,Organic acids,Rhodospirillales bacterium URHD0017,positive,0.999999981
alpha-ketoglutaric acid ,Organic acids,Rhodospirillales bacterium URHD0088,undefined,0.99999602
alpha-ketoglutaric acid ,Organic acids,Solirubrobacter sp. URHD0082,negative,0.950955505
alpha-ketoglutaric acid ,Organic acids,Solirubrobacterales bacterium URHD0059,negative,0.691625137
alpha-ketoglutaric acid ,Organic acids,Sphingomonas sp. URHD0007,positive,0.999194246
alpha-ketoglutaric acid ,Organic acids,Sphingomonas sp. URHD0057,positive,0.999994498
alpha-ketoglutaric acid ,Organic acids,Staphylococcus sp. URHA0057,undefined,0.999985816
alpha-ketoglutaric acid ,Organic acids,Streptomyces sp. URHA0041,positive,0.955591133
alpha-ketoglutaric acid ,Organic acids,Variovorax sp. URHB0020,positive,0.999999558
arginine,Amino acids,Acidobacteriaceae bacterium URHE0068,positive,0.999704957
arginine,Amino acids,Bacillus sp. URHB0009,negative,0.99845619
arginine,Amino acids,Blastococcus sp. URHD0036,undefined,0.997661664
arginine,Amino acids,Bradyrhizobium sp. URHA0002,positive,0.999997011
arginine,Amino acids,Bradyrhizobium sp. URHA0013,positive,0.999997755
arginine,Amino acids,Bradyrhizobium sp. URHD0069,positive,0.999999995
arginine,Amino acids,Burkholderia sp. URHA0054,positive,0.99996346
arginine,Amino acids,Caulobacter sp. URHA0033,positive,0.992164427
arginine,Amino acids,Cellulomonas sp. URHD0024,undefined,0.999995245
arginine,Amino acids,Cellulomonas sp. URHE0023,undefined,1
arginine,Amino acids,Comamonadaceae bacterium URHA0028,positive,0.99999995
arginine,Amino acids,Dongia sp. URHE0060,positive,1
arginine,Amino acids,Flavobacterium sp. URHB0058,undefined,0.999999894
arginine,Amino acids,Geodermatophilaceae bacterium URHA0031,negative,0.998928639
arginine,Amino acids,Geodermatophilaceae bacterium URHB0048,negative,0.99997837
arginine,Amino acids,Geodermatophilaceae bacterium URHB0062,negative,0.99990303
arginine,Amino acids,Intrasporangiaceae bacterium URHB0013,undefined,0.999999816
arginine,Amino acids,Lysobacter sp. URHA0019,undefined,0.999999999
arginine,Amino acids,Marmoricola sp. URHB0036,undefined,0.999893582
arginine,Amino acids,Mesorhizobium sp. URHA0056,positive,0.999999974
arginine,Amino acids,Mesorhizobium sp. URHB0007,positive,0.99999996
arginine,Amino acids,Mesorhizobium sp. URHC0008,positive,0.999988137
arginine,Amino acids,Microbacterium sp. URHA0036,undefined,1
arginine,Amino acids,Micromonosporaceae bacterium URHE0070,negative,0.999870659
arginine,Amino acids,Mycobacterium sp. URHB0044,positive,0.988841905
arginine,Amino acids,Mycobacterium sp. URHD0025,positive,0.989602763
arginine,Amino acids,Nocardioides sp. URHA0020,undefined,0.999898345
arginine,Amino acids,Nocardioides sp. URHA0032,undefined,0.999998517
arginine,Amino acids,Paenibacillus sp. URHA0014,negative,0.999999922
arginine,Amino acids,Pseudomonas sp. URHB0015,positive,0.996801547
arginine,Amino acids,Rhodospirillales bacterium URHD0017,positive,0.999999999
arginine,Amino acids,Rhodospirillales bacterium URHD0088,undefined,1
arginine,Amino acids,Solirubrobacter sp. URHD0082,negative,0.999999751
arginine,Amino acids,Solirubrobacterales bacterium URHD0059,negative,0.999985431
arginine,Amino acids,Sphingomonas sp. URHD0007,positive,0.999995988
arginine,Amino acids,Sphingomonas sp. URHD0057,positive,0.999999916
arginine,Amino acids,Staphylococcus sp. URHA0057,undefined,0.999999371
arginine,Amino acids,Streptomyces sp. URHA0041,positive,0.999507523
arginine,Amino acids,Variovorax sp. URHB0020,positive,0.999999799
asparagine ,Amino acids,Acidobacteriaceae bacterium URHE0068,positive,0.998613382
asparagine ,Amino acids,Bacillus sp. URHB0009,negative,0.992592374
asparagine ,Amino acids,Blastococcus sp. URHD0036,undefined,0.991735212
asparagine ,Amino acids,Bradyrhizobium sp. URHA0002,positive,0.999975167
asparagine ,Amino acids,Bradyrhizobium sp. URHA0013,positive,0.999988157
asparagine ,Amino acids,Bradyrhizobium sp. URHD0069,positive,0.99999985
asparagine ,Amino acids,Burkholderia sp. URHA0054,positive,0.999643852
asparagine ,Amino acids,Caulobacter sp. URHA0033,positive,0.982437612
asparagine ,Amino acids,Cellulomonas sp. URHD0024,undefined,0.999964413
asparagine ,Amino acids,Cellulomonas sp. URHE0023,undefined,1
asparagine ,Amino acids,Comamonadaceae bacterium URHA0028,positive,0.999999924
asparagine ,Amino acids,Dongia sp. URHE0060,positive,0.999999997
asparagine ,Amino acids,Flavobacterium sp. URHB0058,undefined,0.999999402
asparagine ,Amino acids,Geodermatophilaceae bacterium URHA0031,negative,0.995694209
asparagine ,Amino acids,Geodermatophilaceae bacterium URHB0048,negative,0.999876795
asparagine ,Amino acids,Geodermatophilaceae bacterium URHB0062,negative,0.999377981
asparagine ,Amino acids,Intrasporangiaceae bacterium URHB0013,undefined,0.999998857
asparagine ,Amino acids,Lysobacter sp. URHA0019,undefined,0.999999993
asparagine ,Amino acids,Marmoricola sp. URHB0036,undefined,0.999698746
asparagine ,Amino acids,Mesorhizobium sp. URHA0056,positive,0.999999951
asparagine ,Amino acids,Mesorhizobium sp. URHB0007,positive,0.999999906
asparagine ,Amino acids,Mesorhizobium sp. URHC0008,positive,0.999902034
asparagine ,Amino acids,Microbacterium sp. URHA0036,undefined,0.999999998
asparagine ,Amino acids,Micromonosporaceae bacterium URHE0070,negative,0.999162733
asparagine ,Amino acids,Mycobacterium sp. URHB0044,positive,0.973619724
asparagine ,Amino acids,Mycobacterium sp. URHD0025,positive,0.974736974
asparagine ,Amino acids,Nocardioides sp. URHA0020,undefined,0.999752715
asparagine ,Amino acids,Nocardioides sp. URHA0032,undefined,0.999990434
asparagine ,Amino acids,Paenibacillus sp. URHA0014,negative,0.999998114
asparagine ,Amino acids,Pseudomonas sp. URHB0015,positive,0.986443021
asparagine ,Amino acids,Rhodospirillales bacterium URHD0017,positive,0.999999976
asparagine ,Amino acids,Rhodospirillales bacterium URHD0088,undefined,1
asparagine ,Amino acids,Solirubrobacter sp. URHD0082,negative,0.999999093
asparagine ,Amino acids,Solirubrobacterales bacterium URHD0059,negative,0.999914346
asparagine ,Amino acids,Sphingomonas sp. URHD0007,positive,0.999998555
asparagine ,Amino acids,Sphingomonas sp. URHD0057,positive,0.999999966
asparagine ,Amino acids,Staphylococcus sp. URHA0057,undefined,0.999993901
asparagine ,Amino acids,Streptomyces sp. URHA0041,positive,0.997366321
asparagine ,Amino acids,Variovorax sp. URHB0020,positive,0.999999349
betonicine,Amino acids,Acidobacteriaceae bacterium URHE0068,positive,0.999917946
betonicine,Amino acids,Bacillus sp. URHB0009,negative,0.999554742
betonicine,Amino acids,Blastococcus sp. URHD0036,undefined,0.999158083
betonicine,Amino acids,Bradyrhizobium sp. URHA0002,positive,0.999999329
betonicine,Amino acids,Bradyrhizobium sp. URHA0013,positive,0.999999251
betonicine,Amino acids,Bradyrhizobium sp. URHD0069,positive,1
betonicine,Amino acids,Burkholderia sp. URHA0054,positive,0.999993186
betonicine,Amino acids,Caulobacter sp. URHA0033,positive,0.996083292
betonicine,Amino acids,Cellulomonas sp. URHD0024,undefined,0.999999018
betonicine,Amino acids,Cellulomonas sp. URHE0023,undefined,1
betonicine,Amino acids,Comamonadaceae bacterium URHA0028,positive,0.999999966
betonicine,Amino acids,Dongia sp. URHE0060,positive,1
betonicine,Amino acids,Flavobacterium sp. URHB0058,undefined,0.999999967
betonicine,Amino acids,Geodermatophilaceae bacterium URHA0031,negative,0.999653232
betonicine,Amino acids,Geodermatophilaceae bacterium URHB0048,negative,0.99999417
betonicine,Amino acids,Geodermatophilaceae bacterium URHB0062,negative,0.99997624
betonicine,Amino acids,Intrasporangiaceae bacterium URHB0013,undefined,0.999999938
betonicine,Amino acids,Lysobacter sp. URHA0019,undefined,1
betonicine,Amino acids,Marmoricola sp. URHB0036,undefined,0.999958571
betonicine,Amino acids,Mesorhizobium sp. URHA0056,positive,0.999999981
betonicine,Amino acids,Mesorhizobium sp. URHB0007,positive,0.999999979
betonicine,Amino acids,Mesorhizobium sp. URHC0008,positive,0.999997907
betonicine,Amino acids,Microbacterium sp. URHA0036,undefined,1
betonicine,Amino acids,Micromonosporaceae bacterium URHE0070,negative,0.999971217
betonicine,Amino acids,Mycobacterium sp. URHB0044,positive,0.994517099
betonicine,Amino acids,Mycobacterium sp. URHD0025,positive,0.995001665
betonicine,Amino acids,Nocardioides sp. URHA0020,undefined,0.99995862
betonicine,Amino acids,Nocardioides sp. URHA0032,undefined,0.99999972
betonicine,Amino acids,Paenibacillus sp. URHA0014,negative,0.999999991
betonicine,Amino acids,Pseudomonas sp. URHB0015,positive,0.998994707
betonicine,Amino acids,Rhodospirillales bacterium URHD0017,positive,1
betonicine,Amino acids,Rhodospirillales bacterium URHD0088,undefined,1
betonicine,Amino acids,Solirubrobacter sp. URHD0082,negative,0.999999908
betonicine,Amino acids,Solirubrobacterales bacterium URHD0059,negative,0.999996862
betonicine,Amino acids,Sphingomonas sp. URHD0007,positive,0.999997033
betonicine,Amino acids,Sphingomonas sp. URHD0057,positive,0.999999959
betonicine,Amino acids,Staphylococcus sp. URHA0057,undefined,0.999999851
betonicine,Amino acids,Streptomyces sp. URHA0041,positive,0.999870668
betonicine,Amino acids,Variovorax sp. URHB0020,positive,0.999999916
biotin ,Organic acids,Acidobacteriaceae bacterium URHE0068,positive,0.420914224
biotin ,Organic acids,Bacillus sp. URHB0009,negative,0.998007533
biotin ,Organic acids,Blastococcus sp. URHD0036,undefined,0.598992731
biotin ,Organic acids,Bradyrhizobium sp. URHA0002,positive,0.999966759
biotin ,Organic acids,Bradyrhizobium sp. URHA0013,positive,0.999978772
biotin ,Organic acids,Bradyrhizobium sp. URHD0069,positive,0.999999496
biotin ,Organic acids,Burkholderia sp. URHA0054,positive,0.999861444
biotin ,Organic acids,Caulobacter sp. URHA0033,positive,0.984311029
biotin ,Organic acids,Cellulomonas sp. URHD0024,undefined,0.614880773
biotin ,Organic acids,Cellulomonas sp. URHE0023,undefined,0.93700496
biotin ,Organic acids,Comamonadaceae bacterium URHA0028,positive,0.999999946
biotin ,Organic acids,Dongia sp. URHE0060,positive,0.982078136
biotin ,Organic acids,Flavobacterium sp. URHB0058,undefined,0.9999999
biotin ,Organic acids,Geodermatophilaceae bacterium URHA0031,negative,0.960112269
biotin ,Organic acids,Geodermatophilaceae bacterium URHB0048,negative,0.885592671
biotin ,Organic acids,Geodermatophilaceae bacterium URHB0062,negative,0.990120266
biotin ,Organic acids,Intrasporangiaceae bacterium URHB0013,undefined,0.999749859
biotin ,Organic acids,Lysobacter sp. URHA0019,undefined,0.999928145
biotin ,Organic acids,Marmoricola sp. URHB0036,undefined,0.779885718
biotin ,Organic acids,Mesorhizobium sp. URHA0056,positive,0.999959235
biotin ,Organic acids,Mesorhizobium sp. URHB0007,positive,0.995870682
biotin ,Organic acids,Mesorhizobium sp. URHC0008,positive,0.67311002
biotin ,Organic acids,Microbacterium sp. URHA0036,undefined,0.999841236
biotin ,Organic acids,Micromonosporaceae bacterium URHE0070,negative,0.725772032
biotin ,Organic acids,Mycobacterium sp. URHB0044,positive,0.897387933
biotin ,Organic acids,Mycobacterium sp. URHD0025,positive,0.856945065
biotin ,Organic acids,Nocardioides sp. URHA0020,undefined,0.953468747
biotin ,Organic acids,Nocardioides sp. URHA0032,undefined,0.464328464
biotin ,Organic acids,Paenibacillus sp. URHA0014,negative,0.99999894
biotin ,Organic acids,Pseudomonas sp. URHB0015,positive,0.998713229
biotin ,Organic acids,Rhodospirillales bacterium URHD0017,positive,0.999999999
biotin ,Organic acids,Rhodospirillales bacterium URHD0088,undefined,0.999981978
biotin ,Organic acids,Solirubrobacter sp. URHD0082,negative,0.885694633
biotin ,Organic acids,Solirubrobacterales bacterium URHD0059,negative,0.563370399
biotin ,Organic acids,Sphingomonas sp. URHD0007,positive,0.995171987
biotin ,Organic acids,Sphingomonas sp. URHD0057,positive,0.999946274
biotin ,Organic acids,Staphylococcus sp. URHA0057,undefined,0.999996341
biotin ,Organic acids,Streptomyces sp. URHA0041,positive,0.93599669
biotin ,Organic acids,Variovorax sp. URHB0020,positive,0.999999875
caffeic acid,Organic acids,Acidobacteriaceae bacterium URHE0068,positive,0.464450986
caffeic acid,Organic acids,Bacillus sp. URHB0009,negative,0.998615771
caffeic acid,Organic acids,Blastococcus sp. URHD0036,undefined,0.645612409
caffeic acid,Organic acids,Bradyrhizobium sp. URHA0002,positive,0.999984809
caffeic acid,Organic acids,Bradyrhizobium sp. URHA0013,positive,0.999988777
caffeic acid,Organic acids,Bradyrhizobium sp. URHD0069,positive,0.999999843
caffeic acid,Organic acids,Burkholderia sp. URHA0054,positive,0.999922976
caffeic acid,Organic acids,Caulobacter sp. URHA0033,positive,0.988916534
caffeic acid,Organic acids,Cellulomonas sp. URHD0024,undefined,0.663878717
caffeic acid,Organic acids,Cellulomonas sp. URHE0023,undefined,0.957770116
caffeic acid,Organic acids,Comamonadaceae bacterium URHA0028,positive,0.999999957
caffeic acid,Organic acids,Dongia sp. URHE0060,positive,0.989609002
caffeic acid,Organic acids,Flavobacterium sp. URHB0058,undefined,0.999999942
caffeic acid,Organic acids,Geodermatophilaceae bacterium URHA0031,negative,0.971828273
caffeic acid,Organic acids,Geodermatophilaceae bacterium URHB0048,negative,0.914235652
caffeic acid,Organic acids,Geodermatophilaceae bacterium URHB0062,negative,0.993918235
caffeic acid,Organic acids,Intrasporangiaceae bacterium URHB0013,undefined,0.999892611
caffeic acid,Organic acids,Lysobacter sp. URHA0019,undefined,0.999976954
caffeic acid,Organic acids,Marmoricola sp. URHB0036,undefined,0.821324398
caffeic acid,Organic acids,Mesorhizobium sp. URHA0056,positive,0.999984101
caffeic acid,Organic acids,Mesorhizobium sp. URHB0007,positive,0.998000719
caffeic acid,Organic acids,Mesorhizobium sp. URHC0008,positive,0.720623041
caffeic acid,Organic acids,Microbacterium sp. URHA0036,undefined,0.999944568
caffeic acid,Organic acids,Micromonosporaceae bacterium URHE0070,negative,0.769947771
caffeic acid,Organic acids,Mycobacterium sp. URHB0044,positive,0.91947456
caffeic acid,Organic acids,Mycobacterium sp. URHD0025,positive,0.885087213
caffeic acid,Organic acids,Nocardioides sp. URHA0020,undefined,0.96853358
caffeic acid,Organic acids,Nocardioides sp. URHA0032,undefined,0.510814058
caffeic acid,Organic acids,Paenibacillus sp. URHA0014,negative,0.999999561
caffeic acid,Organic acids,Pseudomonas sp. URHB0015,positive,0.999012338
caffeic acid,Organic acids,Rhodospirillales bacterium URHD0017,positive,1
caffeic acid,Organic acids,Rhodospirillales bacterium URHD0088,undefined,0.999994848
caffeic acid,Organic acids,Solirubrobacter sp. URHD0082,negative,0.915781526
caffeic acid,Organic acids,Solirubrobacterales bacterium URHD0059,negative,0.612168051
caffeic acid,Organic acids,Sphingomonas sp. URHD0007,positive,0.997651646
caffeic acid,Organic acids,Sphingomonas sp. URHD0057,positive,0.999984387
caffeic acid,Organic acids,Staphylococcus sp. URHA0057,undefined,0.999997995
caffeic acid,Organic acids,Streptomyces sp. URHA0041,positive,0.953442031
caffeic acid,Organic acids,Variovorax sp. URHB0020,positive,0.999999918
choline,Amino acids,Acidobacteriaceae bacterium URHE0068,positive,0.999800944
choline,Amino acids,Bacillus sp. URHB0009,negative,0.998675036
choline,Amino acids,Blastococcus sp. URHD0036,undefined,0.998160218
choline,Amino acids,Bradyrhizobium sp. URHA0002,positive,0.999998157
choline,Amino acids,Bradyrhizobium sp. URHA0013,positive,0.999998387
choline,Amino acids,Bradyrhizobium sp. URHD0069,positive,0.999999998
choline,Amino acids,Burkholderia sp. URHA0054,positive,0.999972038
choline,Amino acids,Caulobacter sp. URHA0033,positive,0.994128699
choline,Amino acids,Cellulomonas sp. URHD0024,undefined,0.999997407
choline,Amino acids,Cellulomonas sp. URHE0023,undefined,1
choline,Amino acids,Comamonadaceae bacterium URHA0028,positive,0.99999996
choline,Amino acids,Dongia sp. URHE0060,positive,1
choline,Amino acids,Flavobacterium sp. URHB0058,undefined,0.99999993
choline,Amino acids,Geodermatophilaceae bacterium URHA0031,negative,0.999197913
choline,Amino acids,Geodermatophilaceae bacterium URHB0048,negative,0.999986881
choline,Amino acids,Geodermatophilaceae bacterium URHB0062,negative,0.999930594
choline,Amino acids,Intrasporangiaceae bacterium URHB0013,undefined,0.999999862
choline,Amino acids,Lysobacter sp. URHA0019,undefined,1
choline,Amino acids,Marmoricola sp. URHB0036,undefined,0.999942889
choline,Amino acids,Mesorhizobium sp. URHA0056,positive,0.999999976
choline,Amino acids,Mesorhizobium sp. URHB0007,positive,0.999999968
choline,Amino acids,Mesorhizobium sp. URHC0008,positive,0.99999321
choline,Amino acids,Microbacterium sp. URHA0036,undefined,1
choline,Amino acids,Micromonosporaceae bacterium URHE0070,negative,0.999908997
choline,Amino acids,Mycobacterium sp. URHB0044,positive,0.99101129
choline,Amino acids,Mycobacterium sp. URHD0025,positive,0.991609626
choline,Amino acids,Nocardioides sp. URHA0020,undefined,0.999950346
choline,Amino acids,Nocardioides sp. URHA0032,undefined,0.999999404
